	word	killer_gold	medion_time
956	name	N	00:03:59.457
957	miss	N	00:03:59.457
958	kellymcneil	N	00:04:00.372
959	deb	N	00:04:02.514
960	and	N	00:04:02.514
961	i	N	00:04:02.514
962	are	N	00:04:02.514
963	best	N	00:04:02.514
964	friends	N	00:04:02.514
965	we	N	00:04:06.487
966	were	N	00:04:06.487
967	supposed	N	00:04:06.487
968	to	N	00:04:06.487
969	get	N	00:04:06.487
970	together	N	00:04:06.487
971	yesterday	N	00:04:06.487
972	it	N	00:04:08.101
973	was	N	00:04:08.101
974	our	N	00:04:08.101
975	day	N	00:04:08.101
976	off	N	00:04:08.101
977	you	N	00:04:09.498
978	're	N	00:04:09.498
979	a	N	00:04:09.498
980	nurse	N	00:04:09.498
981	yeah	N	00:04:10.494
982	both	N	00:04:11.491
983	of	N	00:04:11.491
984	us	N	00:04:11.491
985	desert	N	00:04:13.055
986	palm	N	00:04:13.055
987	hospital	N	00:04:13.055
988	we	N	00:04:16.294
989	made	N	00:04:16.294
990	lunch	N	00:04:16.294
991	plans	N	00:04:16.294
992	but	N	00:04:16.294
993	she	N	00:04:16.294
994	canceled	N	00:04:16.294
995	she	N	00:04:18.237
996	give	N	00:04:18.237
997	a	N	00:04:18.237
998	reason	N	00:04:18.237
999	why	N	00:04:18.237
1000	michael	N	00:04:19.272
1001	michael	N	00:04:20.366
1002	michaelclark	N	00:04:21.341
1003	um	N	00:04:22.887
1004	she	N	00:04:22.887
1005	's	N	00:04:22.887
1006	been	N	00:04:22.887
1007	seeing	N	00:04:22.887
1008	him	N	00:04:22.887
1009	for	N	00:04:22.887
1010	a	N	00:04:22.887
1011	month	N	00:04:22.887
1012	or	N	00:04:22.887
1013	so	N	00:04:22.887
1014	he	N	00:04:24.822
1015	's	N	00:04:24.822
1016	a	N	00:04:24.822
1017	surgical	N	00:04:24.822
1018	intern	N	00:04:24.822
1019	when	N	00:04:29.429
1020	she	N	00:04:29.429
1021	did	N	00:04:29.429
1022	n't	N	00:04:29.429
1023	show	N	00:04:29.429
1024	up	N	00:04:29.429
1025	for	N	00:04:29.429
1026	work	N	00:04:29.429
1027	today	N	00:04:29.429
1028	i	N	00:04:29.429
1029	called	N	00:04:29.429
1030	the	N	00:04:29.429
1031	house	N	00:04:29.429
1032	her	N	00:04:29.429
1033	cell	N	00:04:29.429
1034	no	N	00:04:29.429
1035	answer	N	00:04:29.429
1036	so	N	00:04:29.429
1037	i	N	00:04:29.429
1038	drove	N	00:04:29.429
1039	by	N	00:04:29.429
1040	after	N	00:04:29.429
1041	shift	N	00:04:29.429
1042	and	N	00:04:34.154
1043	how	N	00:04:34.154
1044	did	N	00:04:34.154
1045	you	N	00:04:34.154
1046	get	N	00:04:34.154
1047	in	N	00:04:34.154
1048	we	N	00:04:36.234
1049	have	N	00:04:36.234
1050	each	N	00:04:36.234
1051	other	N	00:04:36.234
1052	's	N	00:04:36.234
1053	keys	N	00:04:36.234
1054	did	N	00:04:38.515
1055	you	N	00:04:38.515
1056	touch	N	00:04:38.515
1057	anything	N	00:04:38.515
1058	inside	N	00:04:38.515
1059	no	N	00:04:39.705
1060	i	N	00:04:43.014
1061	walked	N	00:04:43.014
1062	in	N	00:04:43.014
1063	and	N	00:04:43.014
1064	i	N	00:04:45.995
1065	saw	N	00:04:45.995
1066	her	N	00:04:45.995
1067	and	N	00:04:45.995
1068	i	N	00:04:45.995
1069	ran	N	00:04:45.995
1070	out	N	00:04:45.995
1071	quick	N	00:04:47.761
1072	flashback	N	00:04:47.761
1073	to	N	00:04:47.761
1074	[_hallway_]	N	00:04:47.761
1075	the	N	00:04:47.761
1076	image	N	00:04:47.761
1077	of	N	00:04:47.761
1078	kellymcneil	N	00:04:47.761
1079	runs	N	00:04:47.761
1080	through	N	00:04:47.761
1081	the	N	00:04:47.761
1082	hallway	N	00:04:47.761
1083	away	N	00:04:47.761
1084	from	N	00:04:47.761
1085	the	N	00:04:47.761
1086	bedroom	N	00:04:47.761
1087	toward	N	00:04:47.761
1088	the	N	00:04:47.761
1089	exit	N	00:04:47.761
1090	camera	N	00:04:49.303
1091	moves	N	00:04:49.303
1092	down	N	00:04:49.303
1093	to	N	00:04:49.303
1094	the	N	00:04:49.303
1095	carpet	N	00:04:49.303
1096	to	N	00:04:49.303
1097	show	N	00:04:49.303
1098	the	N	00:04:49.303
1099	shoe	N	00:04:49.303
1100	prints	N	00:04:49.303
1101	left	N	00:04:49.303
1102	behind	N	00:04:49.303
1103	end	N	00:04:50.846
1104	of	N	00:04:50.846
1105	flashback	N	00:04:50.846
1106	resume	N	00:04:52.388
1107	to	N	00:04:52.388
1108	present	N	00:04:52.388
1109	kelly	N	00:04:56.455
1110	this	N	00:04:56.455
1111	uh	N	00:04:56.455
1112	michael	N	00:04:56.455
1113	is	N	00:04:56.455
1114	he	N	00:04:56.455
1115	just	N	00:04:56.455
1116	a	N	00:04:56.455
1117	guy	N	00:04:56.455
1118	or	N	00:04:56.455
1119	is	N	00:04:56.455
1120	he	N	00:04:56.455
1121	somebody	N	00:04:56.455
1122	special	N	00:04:56.455
1123	he	N	00:05:01.639
1124	was	N	00:05:01.639
1125	the	N	00:05:01.639
1126	first	N	00:05:01.639
1127	guy	N	00:05:01.639
1128	that	N	00:05:01.639
1129	debbie	N	00:05:01.639
1130	ever	N	00:05:01.639
1131	blew	N	00:05:01.639
1132	me	N	00:05:01.639
1133	off	N	00:05:01.639
1134	for	N	00:05:01.639
1135	and	N	00:05:04.555
1136	did	N	00:05:04.555
1137	you	N	00:05:04.555
1138	see	N	00:05:04.555
1139	him	N	00:05:04.555
1140	today	N	00:05:04.555
1141	at	N	00:05:04.555
1142	the	N	00:05:04.555
1143	hospital	N	00:05:04.555
1144	no	N	00:05:06.494
1145	i	N	00:05:08.454
1146	figured	N	00:05:08.454
1147	they	N	00:05:08.454
1148	were	N	00:05:08.454
1149	both	N	00:05:08.454
1150	playing	N	00:05:08.454
1151	hooky	N	00:05:08.454
1152	she	N	00:05:11.715
1153	looks	N	00:05:11.715
1154	at	N	00:05:11.715
1155	catherine	N	00:05:11.715
1156	sara	N	00:05:16.205
1157	examines	N	00:05:16.205
1158	the	N	00:05:16.205
1159	side	N	00:05:16.205
1160	of	N	00:05:16.205
1161	the	N	00:05:16.205
1162	house	N	00:05:16.205
1163	she	N	00:05:20.695
1164	reaches	N	00:05:20.695
1165	the	N	00:05:20.695
1166	back	N	00:05:20.695
1167	gate	N	00:05:20.695
1168	and	N	00:05:20.695
1169	sees	N	00:05:20.695
1170	something	N	00:05:20.695
1171	she	N	00:05:25.185
1172	puts	N	00:05:25.185
1173	her	N	00:05:25.185
1174	kit	N	00:05:25.185
1175	down	N	00:05:25.185
1176	and	N	00:05:25.185
1177	runs	N	00:05:25.185
1178	a	N	00:05:25.185
1179	black	N	00:05:25.185
1180	gloved	N	00:05:25.185
1181	finger	N	00:05:25.185
1182	on	N	00:05:25.185
1183	the	N	00:05:25.185
1184	pavement	N	00:05:25.185
1185	to	N	00:05:25.185
1186	show	N	00:05:25.185
1187	a	N	00:05:25.185
1188	white	N	00:05:25.185
1189	powdery	N	00:05:25.185
1190	film	N	00:05:25.185
1191	coating	N	00:05:25.185
1192	the	N	00:05:25.185
1193	concrete	N	00:05:25.185
1194	thinking	N	00:05:29.675
1195	she	N	00:05:29.675
1196	looks	N	00:05:29.675
1197	around	N	00:05:29.675
1198	the	N	00:05:29.675
1199	area	N	00:05:29.675
1200	moved	N	00:05:33.934
1201	in	N	00:05:33.934
1202	about	N	00:05:33.934
1203	two	N	00:05:33.934
1204	months	N	00:05:33.934
1205	ago	N	00:05:33.934
1206	brass	N	00:05:35.960
1207	interviews	N	00:05:35.960
1208	the	N	00:05:35.960
1209	neighbor	N	00:05:35.960
1210	single	N	00:05:36.005
1211	girl	N	00:05:36.005
1212	alone	N	00:05:36.028
1213	in	N	00:05:36.028
1214	the	N	00:05:36.028
1215	house	N	00:05:36.028
1216	got	N	00:05:36.727
1217	my	N	00:05:36.727
1218	attention	N	00:05:36.727
1219	i	N	00:05:38.102
1220	'm	N	00:05:38.102
1221	running	N	00:05:38.102
1222	for	N	00:05:38.102
1223	captain	N	00:05:38.102
1224	of	N	00:05:38.102
1225	the	N	00:05:38.102
1226	neighborhood	N	00:05:38.102
1227	watch	N	00:05:38.102
1228	i	N	00:05:40.649
1229	'll	N	00:05:40.649
1230	probably	N	00:05:40.649
1231	have	N	00:05:40.649
1232	to	N	00:05:40.649
1233	self-appoint	N	00:05:40.649
1234	myself	N	00:05:40.649
1235	but	N	00:05:40.649
1236	i	N	00:05:40.649
1237	'm	N	00:05:40.649
1238	going	N	00:05:40.649
1239	to	N	00:05:40.649
1240	put	N	00:05:40.649
1241	out	N	00:05:40.649
1242	a	N	00:05:40.649
1243	flyer	N	00:05:40.649
1244	you	N	00:05:40.649
1245	know	N	00:05:40.649
1246	about	N	00:05:40.649
1247	shutting	N	00:05:40.649
1248	doors	N	00:05:40.649
1249	locking	N	00:05:40.649
1250	windows	N	00:05:40.649
1251	i	N	00:05:40.649
1252	mean	N	00:05:40.649
1253	the	N	00:05:40.649
1254	thing	N	00:05:40.649
1255	is	N	00:05:40.649
1256	you	N	00:05:40.649
1257	just	N	00:05:40.649
1258	do	N	00:05:40.649
1259	n't	N	00:05:40.649
1260	think	N	00:05:40.649
1261	it	N	00:05:40.649
1262	's	N	00:05:40.649
1263	going	N	00:05:40.649
1264	to	N	00:05:40.649
1265	happen	N	00:05:40.649
1266	to	N	00:05:40.649
1267	you	N	00:05:40.649
1268	you	N	00:05:43.404
1269	know	N	00:05:43.404
1270	what	N	00:05:43.404
1271	i	N	00:05:43.404
1272	'm	N	00:05:43.404
1273	saying	N	00:05:43.404
1274	on	N	00:05:45.174
1275	your	N	00:05:45.174
1276	block	N	00:05:45.174
1277	brass	N	00:05:46.110
1278	puts	N	00:05:46.110
1279	up	N	00:05:46.110
1280	a	N	00:05:46.110
1281	hand	N	00:05:46.110
1282	to	N	00:05:46.110
1283	stop	N	00:05:46.110
1284	the	N	00:05:46.110
1285	campaign	N	00:05:46.110
1286	speech	N	00:05:46.110
1287	listen	N	00:05:46.607
1288	pike	N	00:05:46.607
1289	stop	N	00:05:47.501
1290	talking	N	00:05:47.501
1291	i	N	00:05:49.834
1292	never	N	00:05:49.834
1293	seen	N	00:05:49.834
1294	somebody	N	00:05:49.834
1295	so	N	00:05:49.834
1296	excited	N	00:05:49.834
1297	about	N	00:05:49.834
1298	their	N	00:05:49.834
1299	neighbor	N	00:05:49.834
1300	being	N	00:05:49.834
1301	killed	N	00:05:49.834
1302	let	N	00:05:52.834
1303	me	N	00:05:52.834
1304	tell	N	00:05:52.834
1305	you	N	00:05:52.834
1306	something	N	00:05:52.834
1307	i	N	00:05:52.834
1308	know	N	00:05:52.834
1309	the	N	00:05:52.834
1310	business	N	00:05:52.834
1311	of	N	00:05:52.834
1312	everyone	N	00:05:52.834
1313	up	N	00:05:52.834
1314	and	N	00:05:52.834
1315	down	N	00:05:52.834
1316	this	N	00:05:52.834
1317	block	N	00:05:52.834
1318	all	N	00:05:52.834
1319	right	N	00:05:52.834
1320	who	N	00:05:56.295
1321	's	N	00:05:56.295
1322	cheating	N	00:05:56.295
1323	on	N	00:05:56.295
1324	his	N	00:05:56.295
1325	wife	N	00:05:56.295
1326	who	N	00:05:56.295
1327	's	N	00:05:56.295
1328	behind	N	00:05:56.295
1329	on	N	00:05:56.295
1330	his	N	00:05:56.295
1331	bills	N	00:05:56.295
1332	whose	N	00:05:56.295
1333	kid	N	00:05:56.295
1334	's	N	00:05:56.295
1335	going	N	00:05:56.295
1336	to	N	00:05:56.295
1337	become	N	00:05:56.295
1338	the	N	00:05:56.295
1339	next	N	00:05:56.295
1340	manson	N	00:05:56.295
1341	let	N	00:05:59.366
1342	's	N	00:05:59.366
1343	talk	N	00:05:59.366
1344	about	N	00:05:59.366
1345	debbiemarlin	N	00:05:59.366
1346	you	N	00:06:00.822
1347	know	N	00:06:00.822
1348	what	N	00:06:00.822
1349	they	N	00:06:00.822
1350	say	N	00:06:00.822
1351	about	N	00:06:00.822
1352	nurses	N	00:06:00.822
1353	what	N	00:06:02.374
1354	's	N	00:06:02.374
1355	that	N	00:06:02.374
1356	that-that	N	00:06:04.014
1357	they	N	00:06:04.014
1358	like	N	00:06:04.014
1359	to	N	00:06:04.014
1360	party	N	00:06:04.014
1361	brass	N	00:06:05.354
1362	does	N	00:06:05.354
1363	n't	N	00:06:05.354
1364	say	N	00:06:05.354
1365	anything	N	00:06:05.354
1366	hey	N	00:06:06.242
1367	look	N	00:06:06.242
1368	you	N	00:06:06.970
1369	see	N	00:06:06.970
1370	a	N	00:06:06.970
1371	stethoscope	N	00:06:06.970
1372	around	N	00:06:06.970
1373	this	N	00:06:06.970
1374	chest	N	00:06:06.970
1375	no	N	00:06:07.698
1376	you	N	00:06:08.426
1377	want	N	00:06:08.426
1378	to	N	00:06:08.426
1379	know	N	00:06:08.426
1380	why	N	00:06:08.426
1381	i	N	00:06:09.666
1382	'm	N	00:06:09.666
1383	not	N	00:06:09.666
1384	a	N	00:06:09.666
1385	doctor	N	00:06:09.666
1386	so	N	00:06:11.241
1387	i	N	00:06:11.241
1388	could	N	00:06:11.241
1389	n't	N	00:06:11.241
1390	even	N	00:06:11.241
1391	get	N	00:06:11.241
1392	close	N	00:06:11.241
1393	to	N	00:06:11.241
1394	her	N	00:06:11.241
1395	well	N	00:06:13.077
1396	who	N	00:06:13.077
1397	is	N	00:06:13.077
1398	getting	N	00:06:13.077
1399	close	N	00:06:13.077
1400	it	N	00:06:14.991
1401	's	N	00:06:14.991
1402	like	N	00:06:14.991
1403	a	N	00:06:14.991
1404	fricking	N	00:06:14.991
1405	doctor	N	00:06:14.991
1406	auto	N	00:06:14.991
1407	mall	N	00:06:14.991
1408	over	N	00:06:14.991
1409	there	N	00:06:14.991
1410	you	N	00:06:17.175
1411	know	N	00:06:17.175
1412	hunky	N	00:06:17.175
1413	surgeons	N	00:06:17.175
1414	board	N	00:06:17.175
1415	certified	N	00:06:17.175
1416	lots	N	00:06:17.175
1417	of	N	00:06:17.175
1418	dough	N	00:06:17.175
1419	and	N	00:06:19.734
1420	if	N	00:06:19.734
1421	you	N	00:06:19.734
1422	want	N	00:06:19.734
1423	my	N	00:06:19.734
1424	opinion	N	00:06:19.734
1425	i	N	00:06:19.734
1426	think	N	00:06:19.734
1427	they	N	00:06:19.734
1428	were	N	00:06:19.734
1429	dropping	N	00:06:19.734
1430	quarts	N	00:06:19.734
1431	okay	N	00:06:24.035
1432	did	N	00:06:24.035
1433	you	N	00:06:24.035
1434	notice	N	00:06:24.035
1435	any	N	00:06:24.035
1436	automobiles	N	00:06:24.035
1437	any	N	00:06:24.035
1438	cars	N	00:06:24.035
1439	out	N	00:06:24.035
1440	front	N	00:06:24.035
1441	you	N	00:06:27.034
1442	know	N	00:06:27.034
1443	as	N	00:06:27.034
1444	a	N	00:06:27.034
1445	matter	N	00:06:27.034
1446	of	N	00:06:27.034
1447	fact	N	00:06:27.034
1448	sir	N	00:06:27.034
1449	yes	N	00:06:27.034
1450	black	N	00:06:29.295
1451	mercedes	N	00:06:29.295
1452	e320	N	00:06:29.295
1453	2004	N	00:06:31.456
1454	model	N	00:06:31.456
1455	been	N	00:06:31.456
1456	there	N	00:06:31.456
1457	about	N	00:06:31.456
1458	a	N	00:06:31.456
1459	month	N	00:06:31.456
1460	rolls	N	00:06:33.331
1461	in	N	00:06:33.331
1462	all	N	00:06:33.331
1463	hours	N	00:06:33.331
1464	i	N	00:06:35.077
1465	'm	N	00:06:35.077
1466	figuring	N	00:06:35.077
1467	on	N	00:06:35.077
1468	call	N	00:06:35.077
1469	booty	N	00:06:35.077
1470	call	N	00:06:35.077
1471	that	N	00:06:36.512
1472	kind	N	00:06:36.512
1473	of	N	00:06:36.512
1474	thing	N	00:06:36.512
1475	when	N	00:06:37.844
1476	's	N	00:06:37.844
1477	the	N	00:06:37.844
1478	last	N	00:06:37.844
1479	time	N	00:06:37.844
1480	you	N	00:06:37.844
1481	saw	N	00:06:37.844
1482	the	N	00:06:37.844
1483	mercedes	N	00:06:37.844
1484	two	N	00:06:38.894
1485	days	N	00:06:38.894
1486	ago	N	00:06:38.894
1487	around	N	00:06:39.944
1488	lunch	N	00:06:39.944
1489	and	N	00:06:42.515
1490	uh	N	00:06:42.515
1491	i	N	00:06:42.515
1492	think	N	00:06:42.515
1493	he	N	00:06:42.515
1494	stayed	N	00:06:42.515
1495	for	N	00:06:42.515
1496	a	N	00:06:42.515
1497	little	N	00:06:42.515
1498	bit	N	00:06:42.515
1499	of	N	00:06:42.515
1500	dinner	N	00:06:42.515
1501	too	N	00:06:42.515
1502	thanks	N	00:06:42.515
1503	a	N	00:06:42.515
1504	lot	N	00:06:42.515
1505	finished	N	00:06:44.492
1506	brass	N	00:06:44.492
1507	excuses	N	00:06:44.492
1508	himself	N	00:06:44.492
1509	and	N	00:06:44.492
1510	walks	N	00:06:44.492
1511	away	N	00:06:44.492
1512	he	N	00:06:44.537
1513	takes	N	00:06:44.537
1514	out	N	00:06:44.537
1515	his	N	00:06:44.537
1516	phone	N	00:06:44.537
1517	and	N	00:06:44.537
1518	makes	N	00:06:44.537
1519	a	N	00:06:44.537
1520	call	N	00:06:44.537
1521	yeah	N	00:06:45.534
1522	this	N	00:06:45.534
1523	is	N	00:06:45.534
1524	detective	N	00:06:45.534
1525	jimbrass	N	00:06:45.534
1526	warrick	N	00:06:46.554
1527	in	N	00:06:46.554
1528	the	N	00:06:46.554
1529	meantime	N	00:06:46.554
1530	is	N	00:06:46.554
1531	taking	N	00:06:46.554
1532	photos	N	00:06:46.554
1533	of	N	00:06:46.554
1534	the	N	00:06:46.554
1535	paper	N	00:06:46.554
1536	grocery	N	00:06:46.554
1537	bags	N	00:06:46.554
1538	in	N	00:06:46.554
1539	the	N	00:06:46.554
1540	back	N	00:06:46.554
1541	of	N	00:06:46.554
1542	the	N	00:06:46.554
1543	car	N	00:06:46.554
1544	see	N	00:06:48.277
1545	if	N	00:06:48.277
1546	you	N	00:06:48.277
1547	can	N	00:06:48.277
1548	find	N	00:06:48.277
1549	a	N	00:06:48.277
1550	2004	N	00:06:48.277
1551	mercedes	N	00:06:48.277
1552	black	N	00:06:48.277
1553	registered	N	00:06:48.277
1554	to	N	00:06:48.277
1555	a	N	00:06:48.277
1556	michaelclark	N	00:06:48.277
1557	m.d	N	00:06:48.277
1558	thanks	N	00:06:51.632
1559	sara	N	00:06:54.294
1560	walks	N	00:06:54.294
1561	up	N	00:06:54.294
1562	to	N	00:06:54.294
1563	warrick	N	00:06:54.294
1564	i	N	00:06:55.894
1565	have	N	00:06:55.894
1566	absolutely	N	00:06:55.894
1567	nothing	N	00:06:55.894
1568	how	N	00:06:57.124
1569	are	N	00:06:57.124
1570	you	N	00:06:57.124
1571	doing	N	00:06:57.124
1572	i	N	00:06:58.376
1573	got	N	00:06:58.376
1574	a	N	00:06:58.376
1575	lot	N	00:06:58.376
1576	check	N	00:06:59.452
1577	out	N	00:06:59.452
1578	the	N	00:06:59.452
1579	backseat	N	00:06:59.452
1580	sara	N	00:07:00.634
1581	looks	N	00:07:00.634
1582	at	N	00:07:00.634
1583	the	N	00:07:00.634
1584	grocery	N	00:07:00.634
1585	bags	N	00:07:00.634
1586	bananas	N	00:07:02.394
1587	stuffed	N	00:07:04.427
1588	mushrooms	N	00:07:04.427
1589	chocolate	N	00:07:06.082
1590	syrup	N	00:07:06.082
1591	a	N	00:07:06.082
1592	six-pack	N	00:07:06.082
1593	of	N	00:07:06.082
1594	soda	N	00:07:06.082
1595	a	N	00:07:06.082
1596	box	N	00:07:06.082
1597	of	N	00:07:06.082
1598	condoms	N	00:07:06.082
1599	no	N	00:07:07.735
1600	surprises	N	00:07:07.735
1601	there	N	00:07:07.735
1602	fresh	N	00:07:09.517
1603	bag	N	00:07:09.517
1604	of	N	00:07:09.517
1605	groceries	N	00:07:09.517
1606	in	N	00:07:09.517
1607	an	N	00:07:09.517
1608	unlocked	N	00:07:09.517
1609	car	N	00:07:09.517
1610	maybe	N	00:07:11.431
1611	she	N	00:07:11.431
1612	was	N	00:07:11.431
1613	interrupted	N	00:07:11.431
1614	sara	N	00:07:13.906
1615	turns	N	00:07:13.906
1616	to	N	00:07:13.906
1617	look	N	00:07:13.906
1618	at	N	00:07:13.906
1619	the	N	00:07:13.906
1620	house	N	00:07:13.906
1621	and	N	00:07:13.906
1622	stares	N	00:07:13.906
1623	directly	N	00:07:13.906
1624	at	N	00:07:13.906
1625	the	N	00:07:13.906
1626	camera	N	00:07:13.906
1627	sara	N	00:07:16.940
1628	's	N	00:07:16.940
1629	face	N	00:07:16.940
1630	dissolves	N	00:07:16.940
1631	in	N	00:07:16.940
1632	to	N	00:07:16.940
1633	a	N	00:07:16.940
1634	close	N	00:07:16.940
1635	up	N	00:07:16.940
1636	of	N	00:07:16.940
1637	debbiemarlin	N	00:07:16.940
1638	and	N	00:07:16.940
1639	her	N	00:07:16.940
1640	lifeless	N	00:07:16.940
1641	eyes	N	00:07:16.940
1642	grissom	N	00:07:19.974
1643	is	N	00:07:19.974
1644	kneeling	N	00:07:19.974
1645	down	N	00:07:19.974
1646	just	N	00:07:19.974
1647	outside	N	00:07:19.974
1648	the	N	00:07:19.974
1649	shower	N	00:07:19.974
1650	area	N	00:07:19.974
1651	to	N	00:07:19.974
1652	look	N	00:07:19.974
1653	at	N	00:07:19.974
1654	the	N	00:07:19.974
1655	body	N	00:07:19.974
1656	catherine	N	00:07:23.008
1657	walks	N	00:07:23.008
1658	into	N	00:07:23.008
1659	the	N	00:07:23.008
1660	bathroom	N	00:07:23.008
1661	she	N	00:07:26.042
1662	looks	N	00:07:26.042
1663	down	N	00:07:26.042
1664	at	N	00:07:26.042
1665	the	N	00:07:26.042
1666	body	N	00:07:26.042
1667	taking	N	00:07:26.042
1668	it	N	00:07:26.042
1669	all	N	00:07:26.042
1670	in	N	00:07:26.042
1671	she	N	00:07:26.042
1672	shakes	N	00:07:26.042
1673	her	N	00:07:26.042
1674	head	N	00:07:26.042
1675	one	N	00:07:30.015
1676	thing	N	00:07:30.015
1677	i	N	00:07:30.015
1678	can	N	00:07:30.015
1679	never	N	00:07:30.015
1680	get	N	00:07:30.015
1681	over	N	00:07:30.015
1682	with	N	00:07:30.015
1683	this	N	00:07:30.015
1684	job	N	00:07:30.015
1685	anything	N	00:07:30.015
1686	can	N	00:07:30.015
1687	happen	N	00:07:30.015
1688	to	N	00:07:30.015
1689	anybody	N	00:07:30.015
1690	that	N	00:07:35.914
1691	's	N	00:07:35.914
1692	why	N	00:07:35.914
1693	we	N	00:07:35.914
1694	're	N	00:07:35.914
1695	here	N	00:07:35.914
1696	grissom	N	00:07:39.402
1697	continues	N	00:07:39.402
1698	to	N	00:07:39.402
1699	stare	N	00:07:39.402
1700	at	N	00:07:39.402
1701	the	N	00:07:39.402
1702	body	N	00:07:39.402
1703	catherine	N	00:07:44.467
1704	looks	N	00:07:44.467
1705	around	N	00:07:44.467
1706	the	N	00:07:44.467
1707	bathroom	N	00:07:44.467
1708	i	N	00:07:48.534
1709	bet	N	00:07:48.534
1710	this	N	00:07:48.534
1711	bathroom	N	00:07:48.534
1712	was	N	00:07:48.534
1713	the	N	00:07:48.534
1714	reason	N	00:07:48.534
1715	she	N	00:07:48.534
1716	bought	N	00:07:48.534
1717	this	N	00:07:48.534
1718	place	N	00:07:48.534
1719	grissom	N	00:07:52.141
1720	notices	N	00:07:52.141
1721	something	N	00:07:52.141
1722	and	N	00:07:52.141
1723	looks	N	00:07:52.141
1724	around	N	00:07:52.141
1725	sniffs	N	00:07:52.141
1726	around	N	00:07:52.141
1727	what	N	00:07:56.287
1728	am	N	00:07:56.287
1729	i	N	00:07:56.287
1730	smelling	N	00:07:56.287
1731	cleanser	N	00:07:58.994
1732	bleach	N	00:08:01.094
1733	maybe	N	00:08:01.094
1734	there	N	00:08:03.094
1735	's	N	00:08:03.094
1736	blood	N	00:08:03.094
1737	all	N	00:08:03.094
1738	over	N	00:08:03.094
1739	the	N	00:08:03.094
1740	walls	N	00:08:03.094
1741	and	N	00:08:03.094
1742	on	N	00:08:03.094
1743	the	N	00:08:03.094
1744	shower	N	00:08:03.094
1745	glass	N	00:08:03.094
1746	arterial	N	00:08:05.454
1747	spray	N	00:08:05.454
1748	is	N	00:08:05.454
1749	neck	N	00:08:05.454
1750	high	N	00:08:05.454
1751	indicates	N	00:08:08.934
1752	she	N	00:08:08.934
1753	was	N	00:08:08.934
1754	standing	N	00:08:08.934
1755	when	N	00:08:08.934
1756	she	N	00:08:08.934
1757	was	N	00:08:08.934
1758	attacked	N	00:08:08.934
1759	quick	N	00:08:10.842
1760	flashback	N	00:08:10.842
1761	to	N	00:08:10.842
1762	[_bathroom_]	N	00:08:10.842
1763	debbiemarlin	N	00:08:10.842
1764	stands	N	00:08:10.842
1765	in	N	00:08:10.842
1766	the	N	00:08:10.842
1767	shower	N	00:08:10.842
1768	her	N	00:08:11.348
1769	attacker	Y	00:08:11.348
1770	grabs	N	00:08:11.348
1771	her	N	00:08:11.348
1772	from	N	00:08:11.348
1773	behind	N	00:08:11.348
1774	hooking	N	00:08:11.348
1775	his	Y	00:08:11.348
1776	arm	N	00:08:11.348
1777	around	N	00:08:11.348
1778	her	N	00:08:11.348
1779	shoulders	N	00:08:11.348
1780	ripping	N	00:08:11.348
1781	the	N	00:08:11.348
1782	knife	N	00:08:11.348
1783	violently	N	00:08:11.348
1784	across	N	00:08:11.348
1785	her	N	00:08:11.348
1786	neck	N	00:08:11.348
1787	blood	N	00:08:11.854
1788	sprays	N	00:08:11.854
1789	on	N	00:08:11.854
1790	the	N	00:08:11.854
1791	shower	N	00:08:11.854
1792	glass	N	00:08:11.854
1793	end	N	00:08:12.360
1794	of	N	00:08:12.360
1795	flashback	N	00:08:12.360
1796	resume	N	00:08:12.866
1797	to	N	00:08:12.866
1798	present	N	00:08:12.866
1799	and	N	00:08:13.747
1800	the	N	00:08:13.747
1801	highest	N	00:08:13.747
1802	gush	N	00:08:13.747
1803	of	N	00:08:13.747
1804	blood	N	00:08:13.747
1805	has	N	00:08:13.747
1806	the	N	00:08:13.747
1807	most	N	00:08:13.747
1808	volume	N	00:08:13.747
1809	definite	N	00:08:15.001
1810	lack	N	00:08:15.001
1811	of	N	00:08:15.001
1812	lividity	N	00:08:15.001
1813	she	N	00:08:17.075
1814	must	N	00:08:17.075
1815	have	N	00:08:17.075
1816	bled	N	00:08:17.075
1817	out	N	00:08:17.075
1818	grissom	N	00:08:18.934
1819	stands	N	00:08:18.934
1820	still	N	00:08:18.934
1821	staring	N	00:08:18.934
1822	at	N	00:08:18.934
1823	the	N	00:08:18.934
